CustomerID,Platform,Age,AgeGroup,Gender,Location,AccountAge_Months,SignupDate,PreferredLanguage,SubscriptionType,PaymentMethod,PaymentPlan,RenewalStatus, MonthlyCharges_INR , TotalCharges_INR ,PaymentDelays,FailedPayments,No_of_Subscription-Pauses,Referred_to_Friend,Avg_Monthly_WatchTime,Weekly_WatchedTime,Sessions_PerMonth,Avg_SessionDuration_Mins,No_of_ActiveDays,Last_LoginDate,No_of_InactiveDays,Content_Completion_Rate,Videos_Watched,Genres_Viewed,WatchlistSize,NumDownloads,PlatformFriends,DeviceRegistered,BufferingFrequency,PlaybackErrors,ServiceFailureCount,NetworkType,SupportTicketsPerMonth,SatisfactionScore,NetPromoterScore,ThumbsUp,ThumbsDown,AdEngagementRate_%,ChurnLabel,ChurnReason
CUST00075,JioHotstar,31,25-34,Male,Ahmedabad,6,2023-07-05,English,Standard,UPI,Monthly,Yes, ₹ 299.66 ," ₹ 1,686.14 ",0,1,0,No,596  min,138.6  min,25,65.7,1  days,2023-12-30,2  days,46.4  %,23  nos,Documentary,8,6,2,Desktop,2,1,0,4G,1,4,8,6,12,0,0,N/A
CUST00076,JioHotstar,38,35-44,Male,Delhi,59,2019-02-20,Gujarati,Premium,UPI,Monthly,Yes, ₹ 468.27 ," ₹ 24,888.34 ",2,0,2,No,1056  min,245.6  min,7,65.9,22  days,2023-12-30,2  days,65.9  %,34  nos,Documentary,11,6,0,Laptop,1,2,0,WiFi,0,2,10,41,1,0,1,Content
CUST00077,ZEE5,38,35-44,Female,Ahmedabad,5,2023-07-18,English,Premium,UPI,Monthly,No, ₹ 488.94 ," ₹ 2,375.67 ",0,1,0,No,1005  min,233.7  min,11,31.2,7  days,2024-01-01,0  days,48.4  %,74  nos,Reality,11,9,4,Desktop,4,1,1,4G,1,4,3,5,0,0,0,N/A
CUST00078,Amazon Prime,37,35-44,Female,Pune,60,2019-01-20,Hindi,Family,Debit Card,Monthly,Yes, ₹ 652.68 ," ₹ 34,536.33 ",0,1,0,No,623  min,144.9  min,18,60.9,13  days,2024-01-01,0  days,55.1  %,68  nos,Thriller,2,2,5,Laptop,2,1,0,WiFi,0,4,7,31,10,0,0,N/A
CUST00079,Netflix,29,25-34,Male,Chennai,56,2019-05-24,Kannada,Premium,Wallet,Annual,Yes, ₹ 496.49 ," ₹ 26,313.31 ",0,0,2,Yes,1031  min,239.8  min,26,5,4  days,2023-12-23,9  days,65.3  %,58  nos,Romance,19,6,2,Mobile,1,2,0,WiFi,0,3,7,15,6,0,0,N/A
CUST00080,ZEE5,33,25-34,Male,Bangalore,60,2019-01-16,Tamil,Standard,Credit Card,Monthly,Yes, ₹ 268.46 ," ₹ 13,765.53 ",1,0,0,No,605  min,140.7  min,12,47.3,17  days,2023-12-28,4  days,33.3  %,2  nos,Thriller,33,7,2,Mobile,2,1,0,4G,1,3,5,15,18,0,0,N/A
CUST00081,Amazon Prime,41,35-44,Male,Lucknow,41,2020-07-29,English,Premium,UPI,Annual,Yes, ₹ 477.07 ," ₹ 16,865.25 ",0,0,0,No,1235  min,287.2  min,20,52.8,13  days,2023-12-30,2  days,89.5  %,35  nos,Documentary,29,4,4,Smart TV,4,1,0,WiFi,1,2,4,9,0,0,0,N/A
CUST00082,SonyLiv,30,25-34,Male,Pune,8,2023-04-19,Bengali,Premium,Debit Card,Monthly,Yes, ₹ 486.65 ," ₹ 3,438.00 ",0,0,0,No,1160  min,269.8  min,8,41,13  days,2023-12-24,8  days,70.4  %,70  nos,Action,28,7,6,Mobile,4,1,0,WiFi,0,3,4,16,12,0,0,N/A
CUST00083,Netflix,30,25-34,Male,Hyderabad,9,2023-04-01,Hindi,Standard,Credit Card,Monthly,Yes, ₹ 271.55 ," ₹ 2,161.71 ",0,0,0,No,912  min,212.1  min,22,65.6,9  days,2023-12-27,5  days,82.1  %,41  nos,Horror,14,5,6,Mobile,2,1,0,5G,0,3,7,18,8,0,0,N/A
CUST00084,Netflix,19,18-24,Female,Hyderabad,40,2020-09-09,Kannada,Standard,Net Banking,Monthly,Yes, ₹ 322.29 ," ₹ 10,998.19 ",2,2,1,No,617  min,143.5  min,19,68.2,8  days,2023-12-24,8  days,44.7  %,35  nos,Reality,14,5,3,Smart TV,8,1,0,4G,0,3,7,26,6,0,0,N/A
CUST00085,Amazon Prime,37,35-44,Male,Pune,41,2020-08-13,Kannada,Standard,Credit Card,Monthly,Yes, ₹ 269.58 ," ₹ 9,947.06 ",3,0,0,Yes,956  min,222.3  min,17,31.9,22  days,2023-12-30,2  days,88.4  %,79  nos,Sports,15,6,4,Smart TV,0,2,3,4G,1,3,3,29,6,0,0,N/A
CUST00086,SonyLiv,49,45-54,Male,Bangalore,17,2022-08-06,English,Basic,UPI,Quarterly,No, ₹ 180.46 ," ₹ 2,909.29 ",0,0,0,Yes,577  min,134.2  min,16,63.6,15  days,2023-12-22,10  days,42.4  %,52  nos,Sci-Fi,21,4,4,Smart TV,1,4,0,4G,0,2,4,16,0,30.4,0,N/A
CUST00087,JioHotstar,18,18-24,Female,Lucknow,23,2022-02-09,Marathi,Basic,UPI,Monthly,Yes, ₹ 139.74 ," ₹ 2,864.34 ",1,0,0,Yes,747  min,173.7  min,13,72.4,6  days,2024-01-01,0  days,76.9  %,28  nos,Sports,10,3,3,Mobile,2,1,0,4G,0,2,1,20,2,0,1,Content
CUST00088,Amazon Prime,37,35-44,Female,Delhi,42,2020-06-21,Gujarati,Standard,Debit Card,Annual,No, ₹ 331.82 ," ₹ 11,931.73 ",1,1,0,No,788  min,183.3  min,24,44,4  days,2023-12-26,6  days,0  %,10  nos,Reality,10,5,2,Laptop,4,1,1,WiFi,1,4,3,16,10,0,0,N/A
CUST00089,Netflix,27,25-34,Male,Delhi,56,2019-05-17,Marathi,Family,UPI,Quarterly,Yes, ₹ 656.61 ," ₹ 35,157.54 ",1,0,0,No,823  min,191.4  min,13,68.9,14  days,2023-12-23,9  days,48.1  %,29  nos,Sports,19,5,0,Smart TV,4,1,0,WiFi,1,2,4,24,12,0,0,N/A
CUST00090,Amazon Prime,47,45-54,Male,Hyderabad,47,2020-02-11,Hindi,Premium,Debit Card,Monthly,Yes, ₹ 494.88 ," ₹ 22,137.26 ",0,0,0,No,689  min,160.2  min,29,37.3,16  days,2024-01-01,0  days,53  %,17  nos,Reality,39,4,3,Tablet,0,1,0,WiFi,1,3,2,34,5,0,0,N/A
CUST00091,Netflix,20,18-24,Male,Pune,9,2023-03-13,English,Standard,Credit Card,Annual,No, ₹ 290.00 ," ₹ 2,480.85 ",1,1,1,No,1402  min,326  min,16,58.4,14  days,2023-12-25,7  days,90.9  %,25  nos,Sports,2,4,7,Mobile,2,2,1,4G,0,3,4,15,1,0,0,N/A
CUST00092,Netflix,27,25-34,Male,Chennai,24,2022-01-02,Malayalam,Basic,Wallet,Monthly,Yes, ₹ 125.91 ," ₹ 2,925.80 ",1,0,0,No,461  min,107.2  min,20,43.9,17  days,2023-12-29,3  days,61.3  %,7  nos,Sports,27,6,3,Laptop,5,0,0,5G,0,4,9,21,9,23.6,0,N/A
CUST00093,Amazon Prime,18,18-24,Female,Bangalore,41,2020-07-27,Kannada,Basic,UPI,Quarterly,Yes, ₹ 154.40 ," ₹ 6,237.97 ",0,0,0,No,416  min,96.7  min,16,47.5,6  days,2023-12-21,11  days,90.3  %,23  nos,Action,20,6,3,Smart TV,3,0,0,4G,1,3,7,49,0,46.6,0,N/A
CUST00094,Amazon Prime,31,25-34,Male,Ahmedabad,16,2022-08-10,Gujarati,Basic,Wallet,Annual,No, ₹ 158.01 ," ₹ 2,222.51 ",0,0,0,No,734  min,170.7  min,33,56.1,4  days,2023-12-31,1  days,27.7  %,60  nos,Reality,19,5,1,Desktop,3,2,0,4G,0,3,6,30,5,35.7,0,N/A
CUST00095,Amazon Prime,18,18-24,Female,Bangalore,56,2019-05-05,Telugu,Premium,UPI,Monthly,Yes, ₹ 485.84 ," ₹ 26,693.30 ",0,0,1,No,762  min,177.2  min,19,25.7,12  days,2023-12-28,4  days,68.6  %,49  nos,Drama,12,7,4,Laptop,2,1,0,4G,0,2,6,37,8,0,1,Price
CUST00096,Netflix,18,18-24,Male,Jaipur,11,2023-02-04,Kannada,Basic,UPI,Annual,No, ₹ 156.07 ," ₹ 1,698.87 ",2,0,0,No,797  min,185.3  min,19,77.6,8  days,2023-12-26,6  days,100  %,34  nos,Documentary,17,8,3,Smart TV,0,0,0,WiFi,2,2,9,37,10,32.4,0,N/A
CUST00097,Amazon Prime,37,35-44,Male,Delhi,58,2019-03-20,Marathi,Premium,UPI,Monthly,No, ₹ 484.86 ," ₹ 26,839.83 ",1,0,0,Yes,1242  min,288.8  min,12,52.2,4  days,2023-12-31,1  days,76.4  %,0  nos,Sci-Fi,27,5,1,Smart TV,0,2,0,WiFi,0,3,4,17,7,0,0,N/A
CUST00098,Netflix,32,25-34,Female,Jaipur,50,2019-11-04,Gujarati,Standard,Net Banking,Monthly,Yes, ₹ 288.60 ," ₹ 12,781.60 ",0,0,0,No,864  min,200.9  min,17,10.4,24  days,2023-12-14,18  days,30.3  %,46  nos,Reality,4,4,3,Smart TV,3,0,1,WiFi,0,4,0,20,2,0,0,N/A
CUST00099,JioHotstar,18,18-24,Male,Jaipur,40,2020-09-11,Telugu,Premium,UPI,Monthly,Yes, ₹ 474.25 ," ₹ 17,748.32 ",0,1,0,Yes,943  min,219.3  min,14,31.1,5  days,2023-12-27,5  days,30  %,71  nos,Drama,6,6,4,Smart TV,3,0,1,WiFi,0,4,8,37,9,0,0,N/A
CUST00100,JioHotstar,29,25-34,Female,Jaipur,38,2020-10-24,Hindi,Standard,Credit Card,Quarterly,No, ₹ 262.48 ," ₹ 8,857.60 ",1,0,0,Yes,1357  min,315.6  min,19,63.6,17  days,2023-12-28,4  days,46  %,26  nos,Drama,7,5,5,Mobile,3,1,1,4G,0,4,8,28,6,0,0,N/A
CUST00101,SonyLiv,18,18-24,Female,Hyderabad,10,2023-03-04,Hindi,Standard,Credit Card,Quarterly,No, ₹ 294.82 ," ₹ 2,808.76 ",0,0,0,No,1113  min,258.8  min,9,83.2,5  days,2023-12-31,1  days,68.8  %,44  nos,Sci-Fi,15,5,2,Smart TV,3,0,0,5G,3,3,6,14,4,0,1,Financial Constraint
CUST00102,Amazon Prime,43,35-44,Male,Mumbai,55,2019-06-26,Telugu,Premium,Credit Card,Monthly,Yes, ₹ 527.73 ," ₹ 28,221.47 ",0,0,1,No,1166  min,271.2  min,33,27.4,11  days,2024-01-01,0  days,49.8  %,45  nos,Action,30,2,3,Laptop,5,1,1,WiFi,0,2,5,17,7,0,0,N/A
CUST00103,SonyLiv,34,25-34,Female,Hyderabad,19,2022-05-22,English,Premium,Credit Card,Monthly,Yes, ₹ 520.38 ," ₹ 9,822.67 ",1,1,0,No,936  min,217.7  min,31,26.1,5  days,2024-01-01,0  days,87.7  %,21  nos,Comedy,18,9,4,Smart TV,2,1,0,4G,0,4,10,32,1,0,0,N/A
CUST00104,Amazon Prime,51,45-54,Female,Pune,6,2023-06-24,Kannada,Standard,UPI,Monthly,Yes, ₹ 298.61 ," ₹ 1,544.43 ",0,0,0,No,1535  min,357  min,22,73,4  days,2023-12-29,3  days,77  %,21  nos,Romance,0,2,1,Smart TV,4,1,1,4G,0,4,7,25,5,0,0,N/A
CUST00105,Amazon Prime,30,25-34,Male,Hyderabad,42,2020-06-21,Kannada,Basic,Wallet,Annual,Yes, ₹ 150.57 ," ₹ 5,980.09 ",0,0,1,No,48  min,11.2  min,8,11.3,1  days,2023-12-27,5  days,37.9  %,79  nos,Comedy,7,5,4,Desktop,1,0,1,WiFi,0,5,8,27,13,57.1,0,N/A
CUST00106,SonyLiv,26,25-34,Male,Delhi,17,2022-08-06,Marathi,Standard,UPI,Monthly,Yes, ₹ 282.68 ," ₹ 4,409.05 ",0,1,0,No,931  min,216.5  min,17,43.5,27  days,2024-01-01,0  days,37.3  %,64  nos,Sci-Fi,18,5,4,Laptop,1,1,0,4G,2,2,4,48,3,0,0,N/A
CUST00107,Amazon Prime,26,25-34,Female,Chennai,8,2023-04-14,Hindi,Premium,Credit Card,Monthly,Yes, ₹ 496.06 ," ₹ 3,529.04 ",0,1,0,No,657  min,152.8  min,17,53.5,16  days,2023-12-28,4  days,87.8  %,28  nos,Sci-Fi,27,8,2,Mobile,4,0,0,4G,0,3,4,18,5,0,0,N/A
CUST00108,ZEE5,30,25-34,Male,Bangalore,59,2019-02-20,English,Standard,UPI,Monthly,Yes, ₹ 304.72 ," ₹ 17,120.72 ",0,0,1,No,0  min,0  min,12,45.2,14  days,2023-12-28,4  days,50.3  %,43  nos,Horror,25,2,0,Laptop,3,2,0,4G,0,2,6,28,8,0,0,N/A
CUST00109,Amazon Prime,28,25-34,Male,Bangalore,49,2019-12-06,Tamil,Premium,Debit Card,Monthly,Yes, ₹ 478.75 ," ₹ 20,428.62 ",0,0,0,No,1361  min,316.5  min,29,39,0  days,2023-12-30,2  days,67.2  %,50  nos,Action,5,3,5,Mobile,4,2,0,4G,0,4,4,37,5,0,0,N/A
CUST00110,ZEE5,47,45-54,Male,Delhi,5,2023-07-21,Bengali,Standard,Net Banking,Monthly,Yes, ₹ 323.02 ," ₹ 1,472.03 ",2,0,0,No,1013  min,235.6  min,28,5,17  days,2023-12-04,28  days,15.1  %,47  nos,Comedy,6,5,3,Desktop,3,1,0,4G,1,4,3,24,7,0,0,N/A
CUST00111,JioHotstar,35,35-44,Male,Jaipur,44,2020-05-01,Tamil,Premium,UPI,Monthly,No, ₹ 528.02 ," ₹ 22,645.29 ",0,0,0,No,1162  min,270.2  min,24,39.8,30  days,2024-01-01,0  days,54.4  %,8  nos,Romance,18,1,3,Mobile,3,0,1,WiFi,0,5,8,25,9,0,0,N/A
CUST00112,Amazon Prime,42,35-44,Female,Kolkata,58,2019-03-06,English,Basic,Debit Card,Quarterly,Yes, ₹ 153.49 ," ₹ 7,971.44 ",1,1,0,No,1261  min,293.3  min,13,29.2,9  days,2023-12-31,1  days,50  %,82  nos,Sports,28,3,2,Smart TV,3,2,1,4G,0,3,8,47,11,44.6,0,N/A
CUST00113,Netflix,33,25-34,Female,Lucknow,24,2022-01-10,Hindi,Premium,UPI,Monthly,Yes, ₹ 511.99 ," ₹ 11,507.68 ",0,0,1,No,754  min,175.3  min,14,37.7,14  days,2023-12-27,5  days,88  %,55  nos,Reality,7,7,5,Smart TV,4,0,0,4G,2,2,4,32,4,0,0,N/A
CUST00114,JioHotstar,29,25-34,Male,Kolkata,33,2021-03-18,Telugu,Premium,Net Banking,Monthly,Yes, ₹ 513.88 ," ₹ 14,566.74 ",2,0,1,No,701  min,163  min,16,25.2,13  days,2023-12-31,1  days,84.8  %,28  nos,Sci-Fi,11,8,2,Smart TV,3,1,1,WiFi,2,4,8,35,2,0,0,N/A
CUST00115,SonyLiv,40,35-44,Male,Hyderabad,28,2021-09-07,Tamil,Premium,Debit Card,Monthly,Yes, ₹ 497.71 ," ₹ 12,101.62 ",0,0,0,No,929  min,216  min,15,66,16  days,2023-12-29,3  days,58.3  %,52  nos,Comedy,6,7,5,Mobile,2,3,0,WiFi,1,3,9,30,8,0,0,N/A
CUST00116,JioHotstar,18,18-24,Male,Bangalore,56,2019-05-11,Marathi,Family,Net Banking,Monthly,Yes, ₹ 622.68 ," ₹ 34,849.00 ",0,0,0,No,906  min,210.7  min,26,22.2,14  days,2023-12-12,20  days,61.4  %,37  nos,Romance,24,6,3,Smart TV,5,0,0,WiFi,0,5,4,31,9,0,0,N/A
CUST00117,Amazon Prime,33,25-34,Male,Lucknow,25,2021-12-10,Hindi,Basic,Credit Card,Annual,Yes, ₹ 129.10 ," ₹ 2,971.20 ",0,0,0,No,827  min,192.3  min,29,61.1,13  days,2023-12-24,8  days,55.9  %,26  nos,Drama,0,4,6,Smart TV,3,1,0,5G,0,4,4,37,5,19.4,0,N/A
CUST00118,SonyLiv,24,18-24,Male,Pune,4,2023-08-20,Gujarati,Basic,Debit Card,Monthly,Yes, ₹ 113.58 , ₹ 438.26 ,0,0,2,No,1088  min,253  min,12,38.8,6  days,2023-12-31,1  days,43.8  %,49  nos,Reality,9,3,4,Laptop,3,1,0,WiFi,5,2,3,8,0,10.7,0,N/A
CUST00119,Amazon Prime,33,25-34,Female,Hyderabad,39,2020-10-16,Marathi,Premium,UPI,Monthly,Yes, ₹ 481.14 ," ₹ 16,077.30 ",0,0,1,Yes,1105  min,257  min,10,53.4,8  days,2023-12-30,2  days,67  %,29  nos,Horror,14,4,3,Laptop,3,1,1,4G,0,3,8,10,2,0,0,N/A
CUST00120,ZEE5,18,18-24,Male,Lucknow,22,2022-02-18,Tamil,Standard,Debit Card,Annual,Yes, ₹ 325.40 ," ₹ 6,629.74 ",0,0,1,No,788  min,183.3  min,15,29.4,6  days,2023-12-27,5  days,97.2  %,56  nos,Sci-Fi,25,4,3,Laptop,2,1,0,WiFi,0,3,4,15,7,0,0,N/A
CUST00121,Amazon Prime,29,25-34,Female,Pune,40,2020-08-24,Bengali,Premium,Net Banking,Quarterly,Yes, ₹ 491.56 ," ₹ 18,112.78 ",1,1,1,No,608  min,141.4  min,19,64.9,4  days,2024-01-01,0  days,68.2  %,35  nos,Reality,20,7,2,Smart TV,5,1,1,4G,2,4,5,39,5,0,0,N/A
CUST00122,Netflix,33,25-34,Female,Lucknow,53,2019-07-30,Kannada,Basic,Net Banking,Monthly,No, ₹ 160.43 ," ₹ 7,367.53 ",1,1,0,Yes,1567  min,364.4  min,10,77.3,11  days,2023-12-30,2  days,42.3  %,49  nos,Horror,17,4,7,Smart TV,2,0,0,WiFi,0,4,8,30,2,38.4,0,N/A
CUST00123,Amazon Prime,38,35-44,Female,Ahmedabad,60,2019-01-10,Hindi,Premium,Debit Card,Quarterly,No, ₹ 529.56 ," ₹ 29,287.50 ",1,1,0,No,671  min,156  min,19,65.2,10  days,2023-12-28,4  days,53.1  %,0  nos,Comedy,10,5,3,Smart TV,1,0,0,4G,2,4,7,23,9,0,0,N/A
CUST00124,JioHotstar,33,25-34,Female,Kolkata,42,2020-07-01,Malayalam,Basic,UPI,Quarterly,Yes, ₹ 115.21 ," ₹ 4,819.16 ",0,0,0,No,977  min,227.2  min,20,7.2,28  days,2024-01-01,0  days,90.8  %,69  nos,Romance,0,10,2,Laptop,2,1,0,4G,0,1,7,0,8,0,0,N/A
CUST00125,Amazon Prime,28,25-34,Female,Kolkata,20,2022-04-22,English,Standard,Debit Card,Annual,Yes, ₹ 331.87 ," ₹ 5,985.41 ",0,0,1,No,1044  min,242.8  min,7,56.9,0  days,2024-01-01,0  days,52.4  %,25  nos,Comedy,8,4,0,Mobile,1,0,0,WiFi,0,3,7,18,7,0,0,N/A
CUST00126,Amazon Prime,53,45-54,Male,Kolkata,52,2019-09-24,Malayalam,Basic,UPI,Monthly,Yes, ₹ 120.53 ," ₹ 5,582.79 ",0,0,0,Yes,789  min,183.5  min,11,49.3,11  days,2023-12-16,16  days,97  %,56  nos,Reality,23,6,4,Mobile,4,0,1,WiFi,1,2,7,27,2,39.1,0,N/A
CUST00127,Netflix,46,45-54,Male,Delhi,29,2021-08-08,Marathi,Premium,UPI,Annual,Yes, ₹ 507.97 ," ₹ 13,737.56 ",0,1,1,No,741  min,172.3  min,11,60.3,21  days,2023-12-31,1  days,76.4  %,25  nos,Documentary,0,3,2,Laptop,1,1,0,5G,0,3,5,18,8,0,0,N/A
CUST00128,JioHotstar,32,25-34,Female,Kolkata,22,2022-02-13,Bengali,Standard,UPI,Monthly,Yes, ₹ 300.60 ," ₹ 6,152.08 ",1,1,2,No,556  min,129.3  min,9,73.4,13  days,2023-12-30,2  days,69.4  %,60  nos,Action,22,5,4,Tablet,5,1,0,WiFi,1,2,10,14,11,0,0,N/A
CUST00129,Netflix,30,25-34,Female,Pune,54,2019-07-03,Malayalam,Basic,Net Banking,Annual,Yes, ₹ 142.59 ," ₹ 6,588.15 ",0,0,0,No,656  min,152.6  min,16,64.2,15  days,2024-01-01,0  days,98.7  %,60  nos,Reality,31,2,2,Mobile,5,3,0,3G,0,2,4,24,0,61.4,0,N/A
CUST00130,ZEE5,29,25-34,Female,Ahmedabad,10,2023-03-03,Gujarati,Standard,UPI,Monthly,Yes, ₹ 305.38 ," ₹ 2,805.94 ",1,0,1,No,792  min,184.2  min,3,36.3,19  days,2023-12-31,1  days,57.1  %,25  nos,Comedy,13,4,4,Mobile,2,0,1,WiFi,0,4,4,29,19,0,0,N/A
CUST00131,JioHotstar,24,18-24,Male,Lucknow,59,2019-02-13,Kannada,Premium,Debit Card,Monthly,Yes, ₹ 490.67 ," ₹ 25,409.50 ",1,1,0,Yes,874  min,203.3  min,4,97.8,20  days,2023-12-21,11  days,59.9  %,61  nos,Horror,0,7,2,Tablet,2,0,0,WiFi,0,1,6,18,6,0,0,N/A
CUST00132,Amazon Prime,30,25-34,Male,Hyderabad,21,2022-03-24,Hindi,Basic,Credit Card,Monthly,Yes, ₹ 157.60 ," ₹ 3,044.20 ",0,1,2,Yes,771  min,179.3  min,18,38.2,2  days,2023-12-27,5  days,71.5  %,3  nos,Sports,0,6,6,Tablet,3,2,0,5G,1,4,6,6,8,78.9,0,N/A
CUST00133,JioHotstar,36,35-44,Female,Kolkata,26,2021-11-10,Telugu,Basic,UPI,Monthly,No, ₹ 147.85 ," ₹ 3,616.76 ",0,1,0,No,993  min,230.9  min,26,28.3,23  days,2024-01-01,0  days,19.8  %,21  nos,Sports,11,8,3,Tablet,0,1,0,4G,1,3,4,13,7,42.3,0,N/A
CUST00134,SonyLiv,52,45-54,Female,Lucknow,60,2019-01-09,English,Standard,Debit Card,Monthly,No, ₹ 268.76 ," ₹ 13,978.18 ",1,0,1,No,1004  min,233.5  min,13,47.9,9  days,2023-12-26,6  days,75.2  %,31  nos,Sports,0,3,3,Mobile,2,1,0,4G,0,3,6,24,2,0,0,N/A
CUST00135,SonyLiv,23,18-24,Male,Chennai,49,2019-11-25,Malayalam,Basic,Debit Card,Annual,Yes, ₹ 179.66 ," ₹ 8,160.58 ",2,0,0,No,913  min,212.3  min,19,38.3,13  days,2023-12-31,1  days,62.9  %,60  nos,Action,22,7,4,Smart TV,3,2,1,4G,0,3,2,13,5,0,0,N/A
CUST00136,Netflix,32,25-34,Male,Mumbai,51,2019-09-27,Telugu,Standard,UPI,Monthly,Yes, ₹ 294.02 ," ₹ 14,981.80 ",0,2,0,No,230  min,53.5  min,23,56.6,11  days,2023-12-27,5  days,70.7  %,45  nos,Drama,26,3,2,Desktop,2,2,0,4G,0,3,8,13,7,0,0,N/A
CUST00137,Netflix,40,35-44,Male,Pune,26,2021-10-27,Kannada,Standard,UPI,Monthly,Yes, ₹ 306.22 ," ₹ 7,918.90 ",1,0,0,No,737  min,171.4  min,13,56.5,12  days,2023-12-28,4  days,75.3  %,56  nos,Comedy,18,5,1,Laptop,5,2,0,WiFi,3,3,5,20,10,0,0,N/A
CUST00138,JioHotstar,40,35-44,Female,Chennai,57,2019-03-29,Hindi,Premium,Wallet,Monthly,Yes, ₹ 485.63 ," ₹ 25,289.81 ",0,0,1,No,875  min,203.5  min,20,6,11  days,2023-12-30,2  days,20.6  %,62  nos,Thriller,27,4,0,Mobile,5,2,0,WiFi,2,2,6,31,11,0,0,N/A
CUST00139,ZEE5,18,18-24,Female,Delhi,3,2023-09-28,Kannada,Standard,UPI,Annual,Yes, ₹ 283.77 , ₹ 732.21 ,0,0,1,No,702  min,163.3  min,14,68,16  days,2024-01-01,0  days,66.9  %,28  nos,Sci-Fi,9,3,5,Smart TV,1,0,1,4G,2,4,10,39,11,0,0,N/A
CUST00140,JioHotstar,41,35-44,Male,Chennai,37,2020-11-22,Telugu,Premium,Net Banking,Monthly,No, ₹ 511.75 ," ₹ 16,759.61 ",0,0,0,No,1079  min,250.9  min,8,50.7,8  days,2023-12-31,1  days,76.1  %,57  nos,Reality,14,5,2,Mobile,4,2,0,4G,0,2,7,22,9,0,0,N/A
CUST00141,Amazon Prime,38,35-44,Male,Bangalore,46,2020-03-20,Gujarati,Basic,Credit Card,Monthly,No, ₹ 154.31 ," ₹ 6,970.19 ",0,1,1,No,528  min,122.8  min,13,33.5,12  days,2024-01-01,0  days,61.4  %,21  nos,Documentary,10,3,3,Smart TV,5,0,0,WiFi,2,3,8,39,2,50.9,0,N/A
CUST00142,JioHotstar,30,25-34,Male,Jaipur,22,2022-02-18,Kannada,Standard,UPI,Monthly,Yes, ₹ 301.76 ," ₹ 5,882.87 ",2,0,0,Yes,171  min,39.8  min,13,52.4,18  days,2023-12-31,1  days,62.5  %,35  nos,Comedy,17,3,2,Laptop,4,0,0,5G,1,4,4,14,9,0,0,N/A
CUST00143,ZEE5,32,25-34,Female,Bangalore,27,2021-09-28,Telugu,Basic,Credit Card,Monthly,Yes, ₹ 149.12 ," ₹ 3,646.41 ",1,2,0,No,1243  min,289.1  min,15,35,10  days,2024-01-01,0  days,88.3  %,16  nos,Thriller,33,4,1,Mobile,7,0,1,WiFi,0,3,6,41,7,62.5,0,N/A
CUST00144,Netflix,28,25-34,Male,Lucknow,50,2019-11-10,Gujarati,Basic,UPI,Annual,Yes, ₹ 167.53 ," ₹ 8,262.15 ",0,0,0,Yes,991  min,230.5  min,9,39.9,11  days,2023-12-31,1  days,74.8  %,22  nos,Thriller,26,7,0,Desktop,0,1,0,WiFi,0,4,4,45,5,48.4,0,N/A
CUST00145,Amazon Prime,26,25-34,Male,Lucknow,49,2019-12-22,Telugu,Standard,UPI,Monthly,Yes, ₹ 271.88 ," ₹ 12,255.52 ",0,0,1,No,1065  min,247.7  min,22,37.1,9  days,2023-12-29,3  days,100  %,50  nos,Romance,2,9,2,Mobile,4,1,0,4G,0,3,3,42,6,0,0,N/A
CUST00146,Netflix,26,25-34,Non-Binary,Ahmedabad,52,2019-08-26,Marathi,Family,Credit Card,Monthly,Yes, ₹ 639.57 ," ₹ 29,372.85 ",0,1,0,Yes,557  min,129.5  min,18,58,2  days,2024-01-01,0  days,39.8  %,54  nos,Romance,24,5,4,Smart TV,2,0,0,4G,2,4,8,31,7,0,0,N/A
CUST00147,Amazon Prime,30,25-34,Male,Chennai,26,2021-10-16,Telugu,Standard,Debit Card,Quarterly,Yes, ₹ 309.20 ," ₹ 7,824.06 ",0,0,0,No,1409  min,327.7  min,28,32.5,11  days,2023-12-18,14  days,89.9  %,68  nos,Sci-Fi,10,7,4,Smart TV,2,1,1,4G,0,3,5,27,10,0,0,N/A
CUST00148,Netflix,18,18-24,Female,Bangalore,38,2020-11-17,Hindi,Standard,UPI,Monthly,No, ₹ 341.25 ," ₹ 11,116.74 ",0,0,1,Yes,864  min,200.9  min,30,53.1,7  days,2024-01-01,0  days,70.8  %,59  nos,Comedy,7,8,2,Laptop,3,0,0,WiFi,1,3,4,28,0,0,0,N/A
CUST00149,Netflix,44,35-44,Female,Hyderabad,5,2023-08-01,Malayalam,Premium,UPI,Monthly,Yes, ₹ 485.69 ," ₹ 2,070.28 ",1,0,1,No,1188  min,276.3  min,20,65.5,12  days,2024-01-01,0  days,44.4  %,60  nos,Sports,22,7,6,Desktop,3,2,0,WiFi,0,3,6,23,1,0,0,N/A
CUST00150,JioHotstar,36,35-44,Female,Bangalore,8,2023-04-27,English,Standard,UPI,Quarterly,Yes, ₹ 260.01 ," ₹ 1,878.66 ",0,0,0,No,860  min,200  min,21,27.8,8  days,2023-12-29,3  days,50.2  %,53  nos,Drama,29,4,4,Mobile,2,0,0,WiFi,0,3,5,27,8,0,0,N/A
