show_id,title,type,platform,primary_genre,genres,director,cast,country,language,release_year,date_added,rating,duration,duration_minutes,num_seasons,num_episodes,imdb_rating,rotten_tomatoes_score,imdb_votes,budget_million_usd,production_company,awards_won,hours_watched_million,description
s91,When Love Breaks,Movie,Hulu,Drama,Drama,,"Song Kang-ho, Ryan Reynolds",United Kingdom,English,2017,2019-12-26,R,83 min,83.0,,,8.0,78,459,3.1,Universal Pictures,3,0,A detective must confront his past while trying to save those he loves.
s92,Ozark,TV Show,HBO Max,Animation,"Animation, Kids",,"Jun Ji-hyun, Amitabh Bachchan, Leonardo DiCaprio",Germany,German,2017,2017-07-01,TV-PG,2 Seasons,,2.0,44.0,7.2,71,421,,Focus Features,1,1,"As a mysterious disappearance unfolds, teacher discovers a hidden truth."
s93,Fallout,TV Show,Apple TV+,Comedy,Comedy,Park Cuarón,"Pedro Pascal, Kareena Kapoor",Brazil,Portuguese,2012,2012-10-01,TV-14,1 Season,,1.0,12.0,7.0,64,77,,Skydance Media,0,0,journalist must navigate the chaos of parenthood.
s94,The Astronaut,Movie,HBO Max,Sci-Fi,"Sci-Fi, Adventure, Animation",Anurag Hirani,"Jenna Ortega, Kareena Kapoor, Paul Mescal, Meryl Streep, Shah Rukh Khan",United States,English,2026,2026-05-14,R,89 min,89.0,,,6.3,69,9202,9.0,T-Series,0,14,"In the year 2099, humanity faces extinction from a parallel dimension."
s95,Money Heist,TV Show,Netflix,Crime,Crime,,"Aamir Khan, Pedro Pascal, Vicky Kaushal",United Kingdom,English,2019,2019-10-01,TV-Y7,8 Seasons,,8.0,80.0,7.3,77,19567,,Lucasfilm,0,35,"As a deadly accident unfolds, doctor discovers a hidden truth."
s96,Wednesday: Legacy,TV Show,Peacock,Crime,"Crime, Talk Show",,"Daniel Craig, Penélope Cruz, Brad Pitt",Japan,Japanese,2023,2023-10-26,TV-14,1 Season,,1.0,16.0,5.6,68,204972,,Ghibli,0,466,A detective must confront family secrets while risking everything.
s97,In the Heart of Winter,Movie,Amazon Prime Video,Fantasy,Fantasy,Guillermo Cuarón,"Kareena Kapoor, Léa Seydoux, Lupita Nyong'o, Will Smith, Deepika Padukone",United States,English,2021,2021-02-07,R,118 min,118.0,,,8.3,85,21433,25.1,Blumhouse,0,18,"As a mysterious disappearance unfolds, artist discovers a family conspiracy."
s98,Beyond Shadows,Movie,Disney+,Drama,"Drama, Fantasy, Action",Ryan Scorsese,"Paul Mescal, Ranveer Singh, Amitabh Bachchan, Timothée Chalamet, Gong Yoo",United States,English,2022,2022-01-20,PG-13,112 min,112.0,,,6.3,68,10322,18.0,20th Century Studios,0,17,"When detective loses everything, they embark on a journey to uncover the truth."
s99,The Last Whisper,Movie,Amazon Prime Video,Drama,Drama,Barry Chan-wook,"IU, Ryan Reynolds, Timothée Chalamet, Hiroyuki Sanada, Leonardo DiCaprio",Canada,English,2023,2026-04-14,R,120 min,120.0,,,7.8,73,1333,81.4,Lionsgate,3,1,"When scientist loses everything, they embark on a journey to uncover the truth."
s100,In the Heart of Winter,Movie,Netflix,Sci-Fi,"Sci-Fi, Crime",Zoya Almodóvar,"Angelina Jolie, Gong Yoo, Jun Ji-hyun, Scarlett Johansson, Idris Elba",India,Hindi,2016,2016-05-16,R,159 min,159.0,,,6.3,57,5118,42.1,Bad Robot,0,9,A breakthrough in AI leads to unforeseen consequences.
s101,The Night Agent,TV Show,Peacock,Documentary,Documentary,,"Marion Cotillard, Ryan Reynolds",Brazil,Portuguese,2018,2019-01-02,TV-14,7 Seasons,,7.0,70.0,5.9,71,16428,,Walt Disney Pictures,0,13,An investigation into corporate scandal that shook the world.
s102,Between Tomorrow and Never,Movie,Paramount+,War,War,Greta DuVernay,"Cate Blanchett, Daniel Craig, Dwayne Johnson, Léa Seydoux, Zendaya",United States,English,2018,2018-07-14,G,142 min,142.0,,,5.6,74,1214,56.2,CJ Entertainment,0,1,"When musician loses everything, they embark on a journey to rebuild her life."
s103,The Hunter,Movie,Peacock,Comedy,"Comedy, Sci-Fi, Crime",Zoya Akhtar,"Hiroyuki Sanada, Dwayne Johnson, Viola Davis, Priyanka Chopra",United States,English,2025,2026-07-26,PG,110 min,110.0,,,6.5,73,17313,12.3,Lionsgate,0,27,"When detective meets a stranger, their lives turn upside down."
s104,Vertigo,Movie,Amazon Prime Video,Drama,"Drama, Comedy, Fantasy",,"Priyanka Chopra, Robert De Niro, Oscar Isaac, Léa Seydoux, Lupita Nyong'o",India,Hindi,2025,2026-10-10,R,95 min,95.0,,,7.0,76,53439,12.1,Amblin Entertainment,0,70,"When criminal loses everything, they embark on a journey to find redemption."
s105,The Astronaut,Movie,Paramount+,Action,Action,Alejandro Coppola,"Meryl Streep, Daniel Craig, Viola Davis, Alia Bhatt",United Kingdom,English,2018,2023-02-15,G,97 min,97.0,,,5.5,49,938,26.2,MAPPA,0,0,A former cop is pulled back into action when a deadly accident.
s106,In the Shadow of Giants,Movie,Peacock,Documentary,"Documentary, Action",Guillermo Peele,"Song Kang-ho, Meryl Streep",United Kingdom,English,2022,2023-03-01,R,117 min,117.0,,,7.4,80,2846,12.4,20th Century Studios,0,2,An in-depth look at tech billionaires and its impact on society.
s107,Squid Game: Revenge,TV Show,Netflix,Sci-Fi,Sci-Fi,,"Pedro Pascal, IU, Noah Schnapp, Gong Yoo",United States,English,1994,1996-09-04,TV-MA,6 Seasons,,6.0,60.0,6.3,66,54855,,A24,0,98,A breakthrough in quantum computing leads to unforeseen consequences.
s108,A Fragile Heart,Movie,Amazon Prime Video,Musical,Musical,Greta Gerwig,"Masami Nagasawa, Ranbir Kapoor, Vicky Kaushal, Will Smith",France,French,1998,2003-08-20,G,122 min,122.0,,,6.3,71,3942,7.6,Illumination,0,6,"When mother loses everything, they embark on a journey to uncover the truth."
s109,The Morning Show,TV Show,Netflix,Documentary,"Documentary, Crime, Mystery",,"Jun Ji-hyun, Kareena Kapoor, Florence Pugh, Meryl Streep, Masami Nagasawa",United Kingdom,English,2012,2012-08-14,TV-G,7 Seasons,,7.0,84.0,6.6,66,4306,,MAPPA,0,2,The true story of an old friend returning and the people who lived it.
s110,The Watchmaker,Movie,Netflix,Drama,Drama,Hirokazu Jenkins,"Meryl Streep, Ayaka Miyoshi, Deepika Padukone, Hiroyuki Sanada, Noah Schnapp",Spain,Spanish,1985,1990-04-02,Not Rated,110 min,110.0,,,8.2,84,1010,31.9,Apple Studios,1,1,"As a deadly accident unfolds, scientist discovers his true identity."
s111,The Last Light,Movie,Netflix,Comedy,"Comedy, Fantasy",Cate Coogler,"Javier Bardem, Penélope Cruz, Paul Mescal, Tom Hanks",Spain,Spanish,2026,2026-05-02,Not Rated,126 min,126.0,,,7.0,73,3760,4.5,Ghibli,0,1,A mother accidentally a mysterious disappearance and hilarity ensues.
s112,The Conductor,Movie,Disney+,Drama,"Drama, Action",Lars Villeneuve,"Alia Bhatt, Ranbir Kapoor",United States,English,1989,1989-10-05,PG-13,141 min,141.0,,,8.5,84,2218485,51.6,Focus Features,1,3740,"When criminal loses everything, they embark on a journey to rebuild her life."
s113,Emily in Paris,TV Show,Netflix,Drama,Drama,,"Millie Bobby Brown, Antonio Banderas, Emma Thompson",China,Mandarin,2016,2016-07-06,TV-MA,2 Seasons,,2.0,32.0,7.8,84,20237,,Universal Pictures,0,17,"As a shocking revelation unfolds, artist discovers his true identity."
s114,The Cartographer,Movie,HBO Max,Romance,Romance,Quentin Akhtar,"Oscar Isaac, Emma Thompson, Millie Bobby Brown, Jennifer Lawrence, Dwayne Johnson",Nigeria,English,2014,2014-10-23,PG-13,142 min,142.0,,,6.1,64,35848,6.8,Sony Pictures,0,87,Two strangers meet in mansion and their lives are forever changed.
s115,In the Shadow of Giants,Movie,Disney+,Drama,Drama,Quentin Prince-Bythewood,"Penélope Cruz, Masami Nagasawa, Lupita Nyong'o",Italy,Italian,2020,2020-03-04,PG-13,95 min,95.0,,,5.5,62,14365,3.0,Sony Pictures,0,6,"As an old friend returning unfolds, mother discovers a hidden truth."
s116,Beyond the Silence,Movie,Hulu,Musical,"Musical, Documentary, Thriller",Pedro Scorsese,"Marion Cotillard, Robert De Niro, Nicole Kidman, Alia Bhatt",India,Hindi,2022,2022-12-02,PG-13,74 min,74.0,,,7.9,73,1044,30.7,Lionsgate,1,1,"As an old friend returning unfolds, criminal discovers his true identity."
s117,When We Were Young,Movie,Netflix,Action,"Action, Fantasy",Christopher Joon-ho,"Zendaya, Angelina Jolie, Leonardo DiCaprio, Vicky Kaushal, Masami Nagasawa",Turkey,Turkish,2005,2009-09-16,PG,125 min,125.0,,,7.4,86,1764,104.7,Focus Features,1,2,artist must stop a ruthless crime lord before discovering who he truly is.
s118,The Lincoln Lawyer,TV Show,Peacock,Sci-Fi,"Sci-Fi, Anime",Denis Akhtar,"Brad Pitt, Song Kang-ho, Pedro Pascal, Alia Bhatt",United States,English,2001,2006-06-23,TV-14,1 Season,,1.0,22.0,6.0,73,4282,,MRC,0,9,"When criminal discovers they can travel through time, reality begins to shift."
s119,Eclipse,Movie,Netflix,Crime,"Crime, Sci-Fi",Martin Prince-Bythewood,"Dwayne Johnson, Angelina Jolie, Ryan Reynolds, Daniel Craig",South Korea,Korean,2024,2025-11-07,R,139 min,139.0,,,6.3,61,4130,8.2,Legendary Pictures,0,4,A musician must confront impossible odds while risking everything.
s120,Wednesday,TV Show,HBO Max,Documentary,Documentary,Greta Kashyap,"Millie Bobby Brown, Jun Ji-hyun, Zendaya, Marion Cotillard, Ayaka Miyoshi",United Kingdom,English,2010,2011-02-25,TV-MA,2 Seasons,,2.0,32.0,7.0,77,14548,,T-Series,0,35,An investigation into corporate scandal that shook the world.
s121,When Night Comes,Movie,HBO Max,Comedy,Comedy,Alejandro Kashyap,"Nicole Kidman, Ranveer Singh, Vicky Kaushal, Zendaya, Paul Mescal",United States,English,2009,2009-01-21,Not Rated,108 min,108.0,,,6.7,77,1448,6.9,Legendary Pictures,0,1,"When detective meets a rival, their lives turn upside down."
s122,In the Shadow of Giants,Movie,Netflix,Horror,"Horror, Action",,"Florence Pugh, Marion Cotillard",South Korea,Korean,2024,2024-02-07,PG-13,57 min,57.0,,,5.4,46,15437,10.8,Paramount Pictures,0,14,"When journalist moves to apartment building, they awaken ancient curse."
s123,Beyond Redemption,Movie,Amazon Prime Video,Comedy,Comedy,,"Denzel Washington, Penélope Cruz",United States,English,2021,2021-06-10,PG-13,145 min,145.0,,,9.0,92,132421,4.0,Apple Studios,0,142,A mother accidentally a shocking revelation and hilarity ensues.
s124,A Distant Memory,Movie,Amazon Prime Video,Comedy,Comedy,Christopher von Trier,"Robert De Niro, Jennifer Lawrence, Hiroyuki Sanada",United States,English,2011,2016-04-18,R,140 min,140.0,,,6.0,55,293329,25.0,Blumhouse,0,622,detective must navigate the chaos of suburban life.
s125,Beyond Reality,Movie,Crunchyroll,Romance,"Romance, Mystery",Chloé Iñárritu,"Florence Pugh, Léa Seydoux",United Kingdom,English,2021,2023-01-03,R,132 min,132.0,,,6.1,61,5707,2.9,Amazon MGM Studios,0,4,"After years apart, mother reconnects with a stranger in mansion."
s126,When Love Breaks,Movie,Amazon Prime Video,Documentary,Documentary,,"Jun Ji-hyun, Dwayne Johnson, Gong Yoo, Javier Bardem",Japan,Japanese,1997,1997-02-26,R,77 min,77.0,,,8.2,82,2937,2.0,MAPPA,0,5,An in-depth look at climate change and its impact on society.
s127,The Empress,TV Show,HBO Max,Anime,Anime,Alejandro Peele,"Gong Yoo, Millie Bobby Brown, Cate Blanchett",India,Hindi,2011,2011-03-11,TV-14,6 Seasons,,6.0,132.0,5.5,65,5962,,Dharma Productions,0,5,"When soldier loses everything, they embark on a journey to uncover the truth."
s128,The Recruit,TV Show,Netflix,Kids,"Kids, Documentary",Greta Hirani,"Léa Seydoux, Song Kang-ho",Argentina,Spanish,2026,2026-02-21,TV-14,2 Seasons,,2.0,16.0,5.6,47,133724,,DreamWorks,0,180,A journalist must confront impossible odds while discovering who he truly is.
s129,Beyond Reality,Movie,Hulu,Thriller,Thriller,Taika Fincher,"Ayaka Miyoshi, Margot Robbie, Léa Seydoux",Canada,English,2021,2022-11-08,PG,89 min,89.0,,,7.2,75,6224,6.5,CJ Entertainment,0,3,"When artist witnesses a crime, they become the target of a ruthless crime lord."
s130,In the Shadow of Giants,Movie,Netflix,Romance,"Romance, Fantasy",Greta Jenkins,"Kim Soo-hyun, Lupita Nyong'o",South Korea,Korean,2024,2025-12-12,PG,88 min,88.0,,,8.0,75,3336,9.3,Yash Raj Films,1,4,"After years apart, musician reconnects with a charming stranger in mansion."
s131,The Last Summer,Movie,Peacock,Sci-Fi,"Sci-Fi, Comedy, Romance",Taika Zhao,"Alia Bhatt, Meryl Streep",United States,English,2014,2016-09-09,R,139 min,139.0,,,7.9,78,3499,34.9,Yash Raj Films,0,3,"When journalist discovers they can bend reality, reality begins to shift."
s132,The Recruit,TV Show,Amazon Prime Video,Drama,"Drama, Sci-Fi",Hirokazu Bigelow,"Ken Watanabe, Léa Seydoux, Jenna Ortega, Vicky Kaushal, Meryl Streep",Mexico,Spanish,2007,2008-07-22,TV-MA,8 Seasons,,8.0,48.0,6.4,62,80479,,Sony Pictures,0,48,"When mother loses everything, they embark on a journey to rebuild her life."
s133,The Cartographer,Movie,Hulu,Drama,"Drama, Mystery, Crime",Alfonso Iñárritu,"Song Kang-ho, Daniel Craig",United Kingdom,English,2015,2016-08-10,Not Rated,102 min,102.0,,,8.9,86,131493,6.9,Apple Studios,0,113,"As a shocking revelation unfolds, soldier discovers his true identity."
s134,When We Were Young,Movie,Netflix,Horror,Horror,Taika von Trier,"Park Seo-joon, Will Smith, Penélope Cruz, Tom Hanks, Tilda Swinton",Japan,Japanese,2025,2025-03-13,PG,125 min,125.0,,,6.5,71,295,7.7,MRC,0,0,"When mother moves to apartment building, they awaken ancient power."
s135,Between Lives,Movie,JioCinema,Horror,"Horror, War, Documentary",Ava del Toro,"Will Smith, Jenna Ortega, Aamir Khan, Leonardo DiCaprio, Dwayne Johnson",South Korea,Korean,2012,2013-12-21,PG-13,140 min,140.0,,,6.3,62,205,9.0,Walt Disney Pictures,0,0,An isolated small town hides a terrifying government.
s136,Reacher,TV Show,Netflix,Kids,Kids,Cate Joon-ho,"IU, Emma Thompson, Aamir Khan",Brazil,Portuguese,2011,2011-02-26,TV-14,1 Season,,1.0,12.0,6.2,50,31944,,Walt Disney Pictures,0,15,A artist must confront personal demons while trying to save those he loves.
s137,The Empress: Revenge,TV Show,Apple TV+,Thriller,"Thriller, Reality TV",Kathryn von Trier,"Lupita Nyong'o, Daniel Craig, Sakura Ando, Hiroyuki Sanada, Priyanka Chopra",United States,English,2025,2026-09-25,TV-PG,3 Seasons,,3.0,36.0,7.1,69,203760,,Walt Disney Pictures,0,242,A scientist uncovers a dark secret about family.
s138,The Queen's Gambit,Movie,Amazon Prime Video,Action,"Action, Mystery",Chloé Joon-ho,"Kareena Kapoor, Antonio Banderas",France,French,2024,2024-04-16,R,122 min,122.0,,,7.7,86,60969,22.5,Bad Robot,2,94,A former assassin is pulled back into action when an old friend returning.
s139,The Last Dance,Movie,JioCinema,Comedy,"Comedy, Documentary",Lars Coppola,"Oscar Isaac, Léa Seydoux, Park Seo-joon, Shah Rukh Khan",United States,English,2023,2024-04-15,PG-13,97 min,97.0,,,7.9,85,7227,6.4,DreamWorks,1,10,"When doctor meets a stranger, their lives turn upside down."
s140,Lupin,TV Show,Netflix,Documentary,"Documentary, Talk Show",Rajkumar Blanchett,"Tom Hanks, Paul Mescal",United States,English,2025,2025-05-06,TV-14,2 Seasons,,2.0,32.0,6.8,52,36351,,DreamWorks,0,52,An investigation into art heist that shook the world.
s141,When Night Comes,Movie,JioCinema,Thriller,"Thriller, Mystery",Gina Zhao,"Aamir Khan, Sakura Ando, Nicole Kidman, Cate Blanchett",Australia,English,2010,2011-10-25,PG,121 min,121.0,,,3.6,22,62538,8.7,Legendary Pictures,0,122,"When journalist witnesses a crime, they become the target of a shadowy organization."
s142,The Cartographer,Movie,Amazon Prime Video,Drama,"Drama, War",Gina Prince-Bythewood,"Park Seo-joon, Pedro Pascal",Spain,Spanish,2014,2015-03-03,PG-13,111 min,111.0,,,6.8,63,14698,27.0,Red Chillies Entertainment,0,17,A soldier must confront personal demons while risking everything.
s143,Succession,TV Show,HBO Max,Reality TV,Reality TV,Alfonso Scorsese,"Denzel Washington, Margot Robbie, Vicky Kaushal, Dwayne Johnson, Priyanka Chopra",United States,English,2023,2023-08-24,TV-MA,1 Season,,1.0,10.0,6.7,65,8461,,Excel Entertainment,0,15,"As a deadly accident unfolds, artist discovers a hidden truth."
s144,Beyond Forever,Movie,Disney+,Horror,"Horror, Musical",Kathryn Almodóvar,"Marion Cotillard, Lupita Nyong'o, Robert De Niro, Oscar Isaac, Dwayne Johnson",Japan,Japanese,2025,2026-06-14,R,70 min,70.0,,,6.2,56,95016,7.8,Studio Ghibli,0,188,An isolated apartment building hides a terrifying cult.
s145,A Fragile Heart,Movie,Amazon Prime Video,Crime,"Crime, Musical",Martin Zhao,"Daniel Craig, Ranbir Kapoor, Tilda Swinton, Vicky Kaushal",United States,English,2017,2021-05-11,PG,90 min,90.0,,,6.5,60,4749,3.5,DreamWorks,0,6,A teacher must confront moral dilemmas while risking everything.
s146,Only Murders,TV Show,HBO Max,Kids,Kids,,"IU, Meryl Streep, Vicky Kaushal, Paul Mescal",Canada,English,2026,2026-01-03,TV-MA,2 Seasons,,2.0,24.0,7.9,72,14709,,Illumination,2,24,"When detective loses everything, they embark on a journey to uncover the truth."
s147,Money Heist,TV Show,Peacock,Comedy,"Comedy, Game Show",,"Ryan Reynolds, Pedro Pascal, Song Kang-ho, Sakura Ando",Japan,Japanese,2026,2026-10-01,TV-14,1 Season,,1.0,16.0,6.9,61,10633,,Marvel Studios,0,21,doctor must navigate the chaos of modern dating.
s148,In the Shadow of Giants,Movie,Hulu,War,"War, Mystery",,"Song Kang-ho, Jennifer Lawrence, Marion Cotillard, Dwayne Johnson",India,Hindi,2026,2026-03-06,PG-13,111 min,111.0,,,4.7,57,296,32.0,Apple Studios,0,0,"As an old friend returning unfolds, teacher discovers a hidden truth."
s149,Peaky Blinders,TV Show,Hulu,Anime,"Anime, Talk Show",,"Tom Hanks, Kareena Kapoor, Timothée Chalamet, Shah Rukh Khan, Gong Yoo",France,French,2025,2025-11-12,TV-14,1 Season,,1.0,16.0,4.6,41,161931,,Amazon MGM Studios,0,254,"As an old friend returning unfolds, scientist discovers a family conspiracy."
s150,The Night Agent,TV Show,Netflix,Game Show,"Game Show, Crime",Kathryn Jenkins,"Amitabh Bachchan, Paul Mescal, Ken Watanabe",United States,English,2012,2013-05-13,TV-PG,1 Season,,1.0,10.0,6.3,39,9533,,20th Century Studios,0,20,A musician must confront moral dilemmas while trying to save those he loves.
s151,Beyond Reality,Movie,Disney+,Horror,"Horror, Sci-Fi, Fantasy",Guillermo Kashyap,"Song Kang-ho, Sakura Ando, Alia Bhatt, Pedro Pascal, IU",United States,English,2015,2016-02-06,PG,73 min,73.0,,,6.7,55,119,4.8,Red Chillies Entertainment,0,0,An isolated small town hides a terrifying cult.
s152,Beyond the Silence,Movie,Netflix,Drama,"Drama, Action, Comedy",Chloé Villeneuve,"Shah Rukh Khan, Marion Cotillard, Millie Bobby Brown, Hiroyuki Sanada",India,Hindi,2001,2001-01-13,R,114 min,114.0,,,4.6,39,5182,10.0,DreamWorks,0,4,"As a mysterious disappearance unfolds, doctor discovers his true identity."
s153,Between Us,Movie,Netflix,Drama,Drama,Pedro Villeneuve,"Emma Thompson, Scarlett Johansson, Cate Blanchett, Nicole Kidman",United States,English,2024,2024-06-16,R,118 min,118.0,,,7.7,78,18169,15.9,DreamWorks,0,14,"When journalist loses everything, they embark on a journey to uncover the truth."
s154,In the Shadow of Giants,Movie,Amazon Prime Video,Comedy,"Comedy, Action",Anurag Peele,"Ranveer Singh, Nicole Kidman, Angelina Jolie",United Kingdom,English,2012,2014-01-19,R,79 min,79.0,,,6.6,65,16851,11.5,MAPPA,0,35,"When soldier meets an old friend, their lives turn upside down."
s155,The Last Witness,Movie,Amazon Prime Video,Drama,"Drama, Comedy",Park Fincher,"Sakura Ando, Millie Bobby Brown, Nicole Kidman",Japan,Japanese,2016,2019-06-28,PG-13,132 min,132.0,,,7.8,74,3516,7.5,Netflix Studios,0,6,A musician must confront impossible odds while discovering who he truly is.
s156,Kingdom: Revenge,TV Show,HBO Max,Drama,"Drama, Game Show",Gina Jenkins,"Shah Rukh Khan, Antonio Banderas, Dwayne Johnson, Viola Davis",Spain,Spanish,2001,2003-11-07,TV-14,1 Season,,1.0,16.0,6.0,42,911,,Apple Studios,0,2,"When musician loses everything, they embark on a journey to find redemption."
s157,The Watchmaker,Movie,Netflix,Musical,"Musical, Animation",Cate Almodóvar,"Robert De Niro, Ken Watanabe, Paul Mescal, Pedro Pascal, Shah Rukh Khan",United States,English,2017,2017-04-24,PG-13,125 min,125.0,,,6.4,50,26467,7.3,Sony Pictures,0,43,"As a shocking revelation unfolds, criminal discovers a hidden truth."
